epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,21932.2,1.38889,1.03377,0.02213,0.94444,0.85849,0.9345,0.56937,1.41904,0.68951,0.02673,0.0009308,0.0009308,0.0009308
164,22066.5,1.33215,1.01267,0.02137,0.93889,0.88889,0.95387,0.55282,1.49927,0.62878,0.02908,0.0009242,0.0009242,0.0009242
165,22206.2,1.31565,1.00992,0.02161,0.96691,0.84848,0.9491,0.60959,1.3567,0.58977,0.02612,0.0009176,0.0009176,0.0009176
166,22340.7,1.30711,0.96328,0.0204,0.95443,0.84628,0.94582,0.61459,1.35918,0.6074,0.02662,0.000911,0.000911,0.000911
167,22476,1.31966,0.96422,0.02095,0.91689,0.86869,0.92869,0.6029,1.36994,0.70772,0.02629,0.0009044,0.0009044,0.0009044
168,22609.1,1.36789,0.98861,0.02247,0.97762,0.88238,0.95069,0.57854,1.42525,0.63614,0.02785,0.0008978,0.0008978,0.0008978
169,22744.5,1.28717,0.95082,0.02082,0.89688,0.92929,0.94665,0.61171,1.31193,0.58118,0.02543,0.0008912,0.0008912,0.0008912
170,22875.4,1.30918,0.92926,0.01993,0.95577,0.87321,0.94839,0.60913,1.34973,0.63394,0.0263,0.0008846,0.0008846,0.0008846
171,23012.1,1.32039,1.04048,0.02181,0.96286,0.88889,0.96467,0.59519,1.37968,0.59767,0.02649,0.000878,0.000878,0.000878
172,23153.8,1.28004,0.98798,0.02069,0.96002,0.88889,0.96191,0.5935,1.36506,0.608,0.02571,0.0008714,0.0008714,0.0008714
173,23294.4,1.30022,0.95802,0.02056,0.95739,0.90782,0.95539,0.61434,1.39712,0.53337,0.02827,0.0008648,0.0008648,0.0008648
174,23433.5,1.2851,0.93697,0.02087,0.95251,0.87879,0.95959,0.60023,1.38404,0.58446,0.02643,0.0008582,0.0008582,0.0008582
175,23573.5,1.29711,0.94227,0.02025,1,0.87781,0.96946,0.61064,1.3347,0.52044,0.02551,0.0008516,0.0008516,0.0008516
176,23715,1.32111,0.99303,0.02108,0.94424,0.88889,0.94183,0.58089,1.42435,0.58708,0.02729,0.000845,0.000845,0.000845
177,23853.1,1.29084,0.97139,0.02127,0.91352,0.88889,0.93827,0.59533,1.37321,0.56612,0.02573,0.0008384,0.0008384,0.0008384
178,23987.9,1.31198,0.98463,0.02039,0.90136,0.93939,0.96533,0.61698,1.32885,0.50702,0.02419,0.0008318,0.0008318,0.0008318
179,24125.7,1.30107,0.96647,0.02025,0.97548,0.87879,0.95643,0.61189,1.36821,0.60865,0.02555,0.0008252,0.0008252,0.0008252
